Табельный номер,Фамилия И. О.,Пол,Год рождения,Начало работы (год),Подразделение,Должность,Оклад,Количество выполненных проектов
1166,Н. Д. Корохотина,Ж,1974,1994,Информационно-управляющие системы для вертолетов,Инженер,43600,16
1167,В. В. Фисенкова,Ж,1961,1981,Информационно-управляющие системы для самолетов,Бухгалтер,52417,10
1168,З. А. Земфирова,Ж,1971,1991,Информационно-управляющие системы для самолетов,Начальник отдела,50073,7
1169,О. Б. Домонова,Ж,1971,1991,Отдел охраны труда,Начальник ТКБ,53989,15
1170,В. Я. Хисамеева,Ж,1977,1997,Проектирование и верификация программно-математического обеспечения,Экономист,39622,5
1171,Н. Н. Лактина,Ж,1989,2009,Информационно-управляющие системы для вертолетов,Инженер,35897,12
1172,В. А. Гомжина,Ж,1999,2019,Отдел кадров,Инженер-программист,50129,10
1173,В. Л. Русецкая,Ж,1985,2005,Отдел охраны труда,Инженер,58728,18
1174,Я. Б. Ганелина,Ж,1991,2011,Радиоэлектронная аппаратура,Инженер,26467,8
1175,А. Л. Семиулина,Ж,1966,1986,Аэрометрические системы воздушных сигналов,Экономист,34634,19
1176,О. П. Серючкина,Ж,1965,1985,Информационно-управляющие системы для самолетов,Начальник отдела,42416,16
1177,А. М. Быкадарова,Ж,1978,1998,Информационно-управляющие системы для вертолетов,Начальник ТКБ,49029,3
1178,С. И. Алабердова,Ж,1961,1981,Отдел кадров,Экономист,26321,9
1179,Л. А. Хромова,Ж,1996,2016,Радиоэлектронная аппаратура,Экономист,23331,6
1180,Д. Е. Тутова,Ж,1999,2019,Информационно-управляющие системы для вертолетов,Техник,46171,18
1181,С. Э. Побежилова,Ж,1986,2006,Системы автоматизированного управления наземной техникой,Начальник отдела,43362,12
1182,К. В. Понимаева,Ж,1983,2003,Информационно-управляющие системы для вертолетов,Бухгалтер,49519,2
1183,Е. В. Пещенкова,Ж,1984,2004,Аэрометрические системы воздушных сигналов,Экономист,47260,13
1184,С. Б. Лесагина,Ж,1988,2008,Информационно-управляющие системы для самолетов,Экономист,27709,1
1185,Е. К. Тотоева,Ж,1990,2010,Информационно-управляющие системы для вертолетов,Инженер-исследователь,33046,2
1186,С. Б. Эчкалова,Ж,1966,1986,Отдел кадров,Инженер-программист,45466,17
